            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2460148.291666667, A.D. 2023-Jul-22 19:00:00.0000, -4.009151355185864E+05,  4.041789085770434E+04,  2.009202470009703E+04,
2460148.312500000, A.D. 2023-Jul-22 19:30:00.0000, -4.010434134278321E+05,  3.867760803576412E+04,  1.996349303646326E+04,
2460148.333333333, A.D. 2023-Jul-22 20:00:00.0000, -4.011636967720588E+05,  3.693662410979085E+04,  1.983456133188823E+04,
2460148.354166667, A.D. 2023-Jul-22 20:30:00.0000, -4.012759799562583E+05,  3.519497324652020E+04,  1.970523202332651E+04,
2460148.375000000, A.D. 2023-Jul-22 21:00:00.0000, -4.013802575147583E+05,  3.345268964825290E+04,  1.957550755622255E+04,
2460148.395833333, A.D. 2023-Jul-22 21:30:00.0000, -4.014765241114303E+05,  3.170980755255515E+04,  1.944539038449493E+04,
2460148.416666667, A.D. 2023-Jul-22 22:00:00.0000, -4.015647745398991E+05,  2.996636123195813E+04,  1.931488297052051E+04,
2460148.437500000, A.D. 2023-Jul-22 22:30:00.0000, -4.016450037237525E+05,  2.822238499365770E+04,  1.918398778511903E+04,
2460148.458333333, A.D. 2023-Jul-22 23:00:00.0000, -4.017172067167528E+05,  2.647791317921281E+04,  1.905270730753728E+04,
2460148.479166667, A.D. 2023-Jul-22 23:30:00.0000, -4.017813787030499E+05,  2.473298016424435E+04,  1.892104402543348E+04,
2460148.500000000, A.D. 2023-Jul-23 00:00:00.0000, -4.018375149973942E+05,  2.298762035813303E+04,  1.878900043486170E+04,
2460148.520833333, A.D. 2023-Jul-23 00:30:00.0000, -4.018856110453524E+05,  2.124186820371643E+04,  1.865657904025605E+04,
2460148.541666667, A.D. 2023-Jul-23 01:00:00.0000, -4.019256624235232E+05,  1.949575817698654E+04,  1.852378235441524E+04,
2460148.562500000, A.D. 2023-Jul-23 01:30:00.0000, -4.019576648397548E+05,  1.774932478678607E+04,  1.839061289848686E+04,
2460148.583333333, A.D. 2023-Jul-23 02:00:00.0000, -4.019816141333633E+05,  1.600260257450389E+04,  1.825707320195178E+04,
2460148.604166667, A.D. 2023-Jul-23 02:30:00.0000, -4.019975062753534E+05,  1.425562611377012E+04,  1.812316580260848E+04,
2460148.625000000, A.D. 2023-Jul-23 03:00:00.0000, -4.020053373686388E+05,  1.250843001015090E+04,  1.798889324655741E+04,
2460148.645833333, A.D. 2023-Jul-23 03:30:00.0000, -4.020051036482654E+05,  1.076104890084199E+04,  1.785425808818542E+04,
2460148.666666667, A.D. 2023-Jul-23 04:00:00.0000, -4.019968014816342E+05,  9.013517454362011E+03,  1.771926289015003E+04,
2460148.687500000, A.D. 2023-Jul-23 04:30:00.0000, -4.019804273687272E+05,  7.265870370245000E+03,  1.758391022336393E+04,
2460148.708333333, A.D. 2023-Jul-23 05:00:00.0000, -4.019559779423328E+05,  5.518142378731930E+03,  1.744820266697916E+04,
2460148.729166667, A.D. 2023-Jul-23 05:30:00.0000, -4.019234499682745E+05,  3.770368240461823E+03,  1.731214280837149E+04,
2460148.750000000, A.D. 2023-Jul-23 06:00:00.0000, -4.018828403456388E+05,  2.022582746161845E+03,  1.717573324312486E+04,
2460148.770833333, A.D. 2023-Jul-23 06:30:00.0000, -4.018341461070063E+05,  2.748207163365423E+02,  1.703897657501558E+04,
2460148.791666667, A.D. 2023-Jul-23 07:00:00.0000, -4.017773644186829E+05, -1.472882999043640E+03,  1.690187541599667E+04,
2460148.812500000, A.D. 2023-Jul-23 07:30:00.0000, -4.017124925809329E+05, -3.220493520854681E+03,  1.676443238618206E+04,
2460148.833333333, A.D. 2023-Jul-23 08:00:00.0000, -4.016395280282131E+05, -4.967975941132503E+03,  1.662665011383104E+04,
2460148.854166667, A.D. 2023-Jul-23 08:30:00.0000, -4.015584683294093E+05, -6.715295323387026E+03,  1.648853123533230E+04,
2460148.875000000, A.D. 2023-Jul-23 09:00:00.0000, -4.014693111880720E+05, -8.462416702917519E+03,  1.635007839518827E+04,
2460148.895833333, A.D. 2023-Jul-23 09:30:00.0000, -4.013720544426562E+05, -1.020930508712873E+04,  1.621129424599927E+04,
2460148.916666667, A.D. 2023-Jul-23 10:00:00.0000, -4.012666960667605E+05, -1.195592545584822E+04,  1.607218144844774E+04,
2460148.937500000, A.D. 2023-Jul-23 10:30:00.0000, -4.011532341693685E+05, -1.370224276164454E+04,  1.593274267128227E+04,
2460148.958333333, A.D. 2023-Jul-23 11:00:00.0000, -4.010316669950912E+05, -1.544822193014665E+04,  1.579298059130188E+04,
2460148.979166667, A.D. 2023-Jul-23 11:30:00.0000, -4.009019929244115E+05, -1.719382786036448E+04,  1.565289789333991E+04,
2460149.000000000, A.D. 2023-Jul-23 12:00:00.0000, -4.007642104739292E+05, -1.893902542501028E+04,  1.551249727024823E+04,
2460149.020833333, A.D. 2023-Jul-23 12:30:00.0000, -4.006183182966080E+05, -2.068377947082181E+04,  1.537178142288115E+04,
2460149.041666667, A.D. 2023-Jul-23 13:00:00.0000, -4.004643151820240E+05, -2.242805481888598E+04,  1.523075306007945E+04,
2460149.062500000, A.D. 2023-Jul-23 13:30:00.0000, -4.003022000566151E+05, -2.417181626496425E+04,  1.508941489865426E+04,
2460149.083333333, A.D. 2023-Jul-23 14:00:00.0000, -4.001319719839322E+05, -2.591502857981907E+04,  1.494776966337104E+04,
2460149.104166667, A.D. 2023-Jul-23 14:30:00.0000, -3.999536301648922E+05, -2.765765650954176E+04,  1.480582008693333E+04,
2460149.125000000, A.D. 2023-Jul-23 15:00:00.0000, -3.997671739380312E+05, -2.939966477588140E+04,  1.466356890996657E+04,
2460149.145833333, A.D. 2023-Jul-23 15:30:00.0000, -3.995726027797610E+05, -3.114101807657550E+04,  1.452101888100191E+04,
2460149.166666667, A.D. 2023-Jul-23 16:00:00.0000, -3.993699163046250E+05, -3.288168108568179E+04,  1.437817275645984E+04,
2460149.187500000, A.D. 2023-Jul-23 16:30:00.0000, -3.991591142655576E+05, -3.462161845391153E+04,  1.423503330063386E+04,
2460149.208333333, A.D. 2023-Jul-23 17:00:00.0000, -3.989401965541432E+05, -3.636079480896416E+04,  1.409160328567409E+04,
2460149.229166667, A.D. 2023-Jul-23 17:30:00.0000, -3.987131632008781E+05, -3.809917475586368E+04,  1.394788549157073E+04,
2460149.250000000, A.D. 2023-Jul-23 18:00:00.0000, -3.984780143754331E+05, -3.983672287729620E+04,  1.380388270613765E+04,
2460149.270833333, A.D. 2023-Jul-23 18:30:00.0000, -3.982347503869174E+05, -4.157340373394942E+04,  1.365959772499564E+04,
2460149.291666667, A.D. 2023-Jul-23 19:00:00.0000, -3.979833716841451E+05, -4.330918186485340E+04,  1.351503335155588E+04,
2460149.312500000, A.D. 2023-Jul-23 19:30:00.0000, -3.977238788559015E+05, -4.504402178772315E+04,  1.337019239700317E+04,
2460149.333333333, A.D. 2023-Jul-23 20:00:00.0000, -3.974562726312124E+05, -4.677788799930270E+04,  1.322507768027904E+04,
2460149.354166667, A.D. 2023-Jul-23 20:30:00.0000, -3.971805538796140E+05, -4.851074497571110E+04,  1.307969202806505E+04,
2460149.375000000, A.D. 2023-Jul-23 21:00:00.0000, -3.968967236114247E+05, -5.024255717278986E+04,  1.293403827476568E+04,
2460149.395833333, A.D. 2023-Jul-23 21:30:00.0000, -3.966047829780179E+05, -5.197328902645232E+04,  1.278811926249138E+04,
2460149.416666667, A.D. 2023-Jul-23 22:00:00.0000, -3.963047332720968E+05, -5.370290495303489E+04,  1.264193784104148E+04,
2460149.437500000, A.D. 2023-Jul-23 22:30:00.0000, -3.959965759279703E+05, -5.543136934964985E+04,  1.249549686788688E+04,
2460149.458333333, A.D. 2023-Jul-23 23:00:00.0000, -3.956803125218309E+05, -5.715864659454027E+04,  1.234879920815289E+04,
2460149.479166667, A.D. 2023-Jul-23 23:30:00.0000, -3.953559447720330E+05, -5.888470104743673E+04,  1.220184773460178E+04,
2460149.500000000, A.D. 2023-Jul-24 00:00:00.0000, -3.950234745393744E+05, -6.060949704991599E+04,  1.205464532761539E+04,
2460149.520833333, A.D. 2023-Jul-24 00:30:00.0000, -3.946829038273769E+05, -6.233299892576152E+04,  1.190719487517747E+04,
2460149.541666667, A.D. 2023-Jul-24 01:00:00.0000, -3.943342347825713E+05, -6.405517098132630E+04,  1.175949927285609E+04,
2460149.562500000, A.D. 2023-Jul-24 01:30:00.0000, -3.939774696947808E+05, -6.577597750589738E+04,  1.161156142378587E+04,
2460149.583333333, A.D. 2023-Jul-24 02:00:00.0000, -3.936126109974085E+05, -6.749538277206270E+04,  1.146338423865007E+04,
2460149.604166667, A.D. 2023-Jul-24 02:30:00.0000, -3.932396612677246E+05, -6.921335103607991E+04,  1.131497063566268E+04,
2460149.625000000, A.D. 2023-Jul-24 03:00:00.0000, -3.928586232271558E+05, -7.092984653824754E+04,  1.116632354055031E+04,
2460149.645833333, A.D. 2023-Jul-24 03:30:00.0000, -3.924694997415763E+05, -7.264483350327807E+04,  1.101744588653395E+04,
2460149.666666667, A.D. 2023-Jul-24 04:00:00.0000, -3.920722938215995E+05, -7.435827614067346E+04,  1.086834061431073E+04,
2460149.687500000, A.D. 2023-Jul-24 04:30:00.0000, -3.916670086228719E+05, -7.607013864510297E+04,  1.071901067203545E+04,
2460149.708333333, A.D. 2023-Jul-24 05:00:00.0000, -3.912536474463688E+05, -7.778038519678290E+04,  1.056945901530200E+04,
2460149.729166667, A.D. 2023-Jul-24 05:30:00.0000, -3.908322137386894E+05, -7.948897996185931E+04,  1.041968860712474E+04,
2460149.750000000, A.D. 2023-Jul-24 06:00:00.0000, -3.904027110923562E+05, -8.119588709279262E+04,  1.026970241791961E+04,
2460149.770833333, A.D. 2023-Jul-24 06:30:00.0000, -3.899651432461134E+05, -8.290107072874467E+04,  1.011950342548528E+04,
2460149.791666667, A.D. 2023-Jul-24 07:00:00.0000, -3.895195140852282E+05, -8.460449499596853E+04,  9.969094614983984E+03,
2460149.812500000, A.D. 2023-Jul-24 07:30:00.0000, -3.890658276417927E+05, -8.630612400820058E+04,  9.818478978922354E+03,
2460149.833333333, A.D. 2023-Jul-24 08:00:00.0000, -3.886040880950278E+05, -8.800592186705512E+04,  9.667659517132055E+03,
2460149.854166667, A.D. 2023-Jul-24 08:30:00.0000, -3.881342997715880E+05, -8.970385266242165E+04,  9.516639236750241E+03,
2460149.875000000, A.D. 2023-Jul-24 09:00:00.0000, -3.876564671458678E+05, -9.139988047286471E+04,  9.365421152199957E+03,
2460149.895833333, A.D. 2023-Jul-24 09:30:00.0000, -3.871705948403094E+05, -9.309396936602643E+04,  9.214008285170279E+03,
2460149.916666667, A.D. 2023-Jul-24 10:00:00.0000, -3.866766876257122E+05, -9.478608339903172E+04,  9.062403664596397E+03,
2460149.937500000, A.D. 2023-Jul-24 10:30:00.0000, -3.861747504215430E+05, -9.647618661889611E+04,  8.910610326639435E+03,
2460149.958333333, A.D. 2023-Jul-24 11:00:00.0000, -3.856647882962475E+05, -9.816424306293667E+04,  8.758631314666240E+03,
2460149.979166667, A.D. 2023-Jul-24 11:30:00.0000, -3.851468064675643E+05, -9.985021675918534E+04,  8.606469679228874E+03,
2460150.000000000, A.D. 2023-Jul-24 12:00:00.0000, -3.846208103028387E+05, -1.015340717268054E+05,  8.454128478043982E+03,
2460150.020833333, A.D. 2023-Jul-24 12:30:00.0000, -3.840868053193389E+05, -1.032157719765107E+05,  8.301610775972065E+03,
2460150.041666667, A.D. 2023-Jul-24 13:00:00.0000, -3.835447971845731E+05, -1.048952815109880E+05,  8.148919644996404E+03,
2460150.062500000, A.D. 2023-Jul-24 13:30:00.0000, -3.829947917166076E+05, -1.065725643253221E+05,  7.996058164202012E+03,
2460150.083333333, A.D. 2023-Jul-24 14:00:00.0000, -3.824367948843869E+05, -1.082475844074239E+05,  7.843029419754210E+03,
2460150.104166667, A.D. 2023-Jul-24 14:30:00.0000, -3.818708128080544E+05, -1.099203057384619E+05,  7.689836504877116E+03,
2460150.125000000, A.D. 2023-Jul-24 15:00:00.0000, -3.812968517592748E+05, -1.115906922932965E+05,  7.536482519831974E+03,
2460150.145833333, A.D. 2023-Jul-24 15:30:00.0000, -3.807149181615573E+05, -1.132587080409172E+05,  7.382970571895181E+03,
2460150.166666667, A.D. 2023-Jul-24 16:00:00.0000, -3.801250185905807E+05, -1.149243169448841E+05,  7.229303775336164E+03,
2460150.187500000, A.D. 2023-Jul-24 16:30:00.0000, -3.795271597745184E+05, -1.165874829637710E+05,  7.075485251395126E+03,
2460150.208333333, A.D. 2023-Jul-24 17:00:00.0000, -3.789213485943666E+05, -1.182481700516129E+05,  6.921518128260424E+03,
2460150.229166667, A.D. 2023-Jul-24 17:30:00.0000, -3.783075920842715E+05, -1.199063421583566E+05,  6.767405541045875E+03,
2460150.250000000, A.D. 2023-Jul-24 18:00:00.0000, -3.776858974318596E+05, -1.215619632303145E+05,  6.613150631767814E+03,
2460150.270833333, A.D. 2023-Jul-24 18:30:00.0000, -3.770562719785674E+05, -1.232149972106217E+05,  6.458756549321857E+03,
2460150.291666667, A.D. 2023-Jul-24 19:00:00.0000, -3.764187232199736E+05, -1.248654080396970E+05,  6.304226449459595E+03,
2460150.312500000, A.D. 2023-Jul-24 19:30:00.0000, -3.757732588061313E+05, -1.265131596557069E+05,  6.149563494764850E+03,
2460150.333333333, A.D. 2023-Jul-24 20:00:00.0000, -3.751198865419024E+05, -1.281582159950330E+05,  5.994770854629853E+03,
2460150.354166667, A.D. 2023-Jul-24 20:30:00.0000, -3.744586143872924E+05, -1.298005409927439E+05,  5.839851705231195E+03,
2460150.375000000, A.D. 2023-Jul-24 21:00:00.0000, -3.737894504577857E+05, -1.314400985830695E+05,  5.684809229505416E+03,
2460150.395833333, A.D. 2023-Jul-24 21:30:00.0000, -3.731124030246834E+05, -1.330768526998797E+05,  5.529646617124461E+03,
2460150.416666667, A.D. 2023-Jul-24 22:00:00.0000, -3.724274805154405E+05, -1.347107672771668E+05,  5.374367064470825E+03,
2460150.437500000, A.D. 2023-Jul-24 22:30:00.0000, -3.717346915140051E+05, -1.363418062495313E+05,  5.218973774612467E+03,
2460150.458333333, A.D. 2023-Jul-24 23:00:00.0000, -3.710340447611586E+05, -1.379699335526713E+05,  5.063469957277463E+03,
2460150.479166667, A.D. 2023-Jul-24 23:30:00.0000, -3.703255491548560E+05, -1.395951131238769E+05,  4.907858828828437E+03,
2460150.500000000, A.D. 2023-Jul-25 00:00:00.0000, -3.696092137505675E+05, -1.412173089025266E+05,  4.752143612236621E+03,
2460150.520833333, A.D. 2023-Jul-25 00:30:00.0000, -3.688850477616216E+05, -1.428364848305894E+05,  4.596327537055731E+03,
2460150.541666667, A.D. 2023-Jul-25 01:00:00.0000, -3.681530605595483E+05, -1.444526048531297E+05,  4.440413839395558E+03,
2460150.562500000, A.D. 2023-Jul-25 01:30:00.0000, -3.674132616744231E+05, -1.460656329188169E+05,  4.284405761895316E+03,
2460150.583333333, A.D. 2023-Jul-25 02:00:00.0000, -3.666656607952125E+05, -1.476755329804383E+05,  4.128306553696530E+03,
2460150.604166667, A.D. 2023-Jul-25 02:30:00.0000, -3.659102677701194E+05, -1.492822689954167E+05,  3.972119470415877E+03,
2460150.625000000, A.D. 2023-Jul-25 03:00:00.0000, -3.651470926069301E+05, -1.508858049263323E+05,  3.815847774117588E+03,
2460150.645833333, A.D. 2023-Jul-25 03:30:00.0000, -3.643761454733612E+05, -1.524861047414478E+05,  3.659494733285530E+03,
2460150.666666667, A.D. 2023-Jul-25 04:00:00.0000, -3.635974366974080E+05, -1.540831324152387E+05,  3.503063622795111E+03,
2460150.687500000, A.D. 2023-Jul-25 04:30:00.0000, -3.628109767676929E+05, -1.556768519289273E+05,  3.346557723884813E+03,
2460150.708333333, A.D. 2023-Jul-25 05:00:00.0000, -3.620167763338146E+05, -1.572672272710216E+05,  3.189980324127289E+03,
2460150.729166667, A.D. 2023-Jul-25 05:30:00.0000, -3.612148462066983E+05, -1.588542224378576E+05,  3.033334717400401E+03,
2460150.750000000, A.D. 2023-Jul-25 06:00:00.0000, -3.604051973589459E+05, -1.604378014341468E+05,  2.876624203857718E+03,
2460150.770833333, A.D. 2023-Jul-25 06:30:00.0000, -3.595878409251872E+05, -1.620179282735278E+05,  2.719852089898755E+03,
2460150.791666667, A.D. 2023-Jul-25 07:00:00.0000, -3.587627882024311E+05, -1.635945669791227E+05,  2.563021688138972E+03,
2460150.812500000, A.D. 2023-Jul-25 07:30:00.0000, -3.579300506504179E+05, -1.651676815840972E+05,  2.406136317379256E+03,
2460150.833333333, A.D. 2023-Jul-25 08:00:00.0000, -3.570896398919717E+05, -1.667372361322266E+05,  2.249199302575231E+03,
2460150.854166667, A.D. 2023-Jul-25 08:30:00.0000, -3.562415677133527E+05, -1.683031946784648E+05,  2.092213974806131E+03,
2460150.875000000, A.D. 2023-Jul-25 09:00:00.0000, -3.553858460646110E+05, -1.698655212895196E+05,  1.935183671243380E+03,
2460150.895833333, A.D. 2023-Jul-25 09:30:00.0000, -3.545224870599401E+05, -1.714241800444314E+05,  1.778111735118720E+03,
2460150.916666667, A.D. 2023-Jul-25 10:00:00.0000, -3.536515029780300E+05, -1.729791350351572E+05,  1.621001515692064E+03,
2460150.937500000, A.D. 2023-Jul-25 10:30:00.0000, -3.527729062624218E+05, -1.745303503671593E+05,  1.463856368219058E+03,
2460150.958333333, A.D. 2023-Jul-25 11:00:00.0000, -3.518867095218622E+05, -1.760777901599994E+05,  1.306679653918036E+03,
2460150.979166667, A.D. 2023-Jul-25 11:30:00.0000, -3.509929255306573E+05, -1.776214185479360E+05,  1.149474739936806E+03,
2460151.000000000, A.D. 2023-Jul-25 12:00:00.0000, -3.500915672290277E+05, -1.791611996805286E+05,  9.922449993190385E+02,
2460151.020833333, A.D. 2023-Jul-25 12:30:00.0000, -3.491826477234630E+05, -1.806970977232457E+05,  8.349938109701470E+02,
2460151.041666667, A.D. 2023-Jul-25 13:00:00.0000, -3.482661802870765E+05, -1.822290768580780E+05,  6.777245596229041E+02,
2460151.062500000, A.D. 2023-Jul-25 13:30:00.0000, -3.473421783599600E+05, -1.837571012841570E+05,  5.204406358025590E+02,
2460151.083333333, A.D. 2023-Jul-25 14:00:00.0000, -3.464106555495386E+05, -1.852811352183780E+05,  3.631454357917391E+02,
2460151.104166667, A.D. 2023-Jul-25 14:30:00.0000, -3.454716256309254E+05, -1.868011428960291E+05,  2.058423615946085E+02,
2460151.125000000, A.D. 2023-Jul-25 15:00:00.0000, -3.445251025472758E+05, -1.883170885714249E+05,  4.853482090101170E+01,
2460151.145833333, A.D. 2023-Jul-25 15:30:00.0000, -3.435711004101422E+05, -1.898289365185451E+05, -1.087737729500222E+02,
2460151.166666667, A.D. 2023-Jul-25 16:00:00.0000, -3.426096334998279E+05, -1.913366510316787E+05, -2.660800010072853E+02,
2460151.187500000, A.D. 2023-Jul-25 16:30:00.0000, -3.416407162657412E+05, -1.928401964260744E+05, -4.233804387444980E+02,
2460151.208333333, A.D. 2023-Jul-25 17:00:00.0000, -3.406643633267491E+05, -1.943395370385939E+05, -5.806716560982604E+02,
2460151.229166667, A.D. 2023-Jul-25 17:30:00.0000, -3.396805894715304E+05, -1.958346372283737E+05, -7.379502175060625E+02,
2460151.250000000, A.D. 2023-Jul-25 18:00:00.0000, -3.386894096589286E+05, -1.973254613774897E+05, -8.952126819449477E+02,
2460151.270833333, A.D. 2023-Jul-25 18:30:00.0000, -3.376908390183047E+05, -1.988119738916286E+05, -1.052455602970658E+03,
2460151.291666667, A.D. 2023-Jul-25 19:00:00.0000, -3.366848928498885E+05, -2.002941392007650E+05, -1.209675528756983E+03,
2460151.312500000, A.D. 2023-Jul-25 19:30:00.0000, -3.356715866251308E+05, -2.017719217598426E+05, -1.366869002135936E+03,
2460151.333333333, A.D. 2023-Jul-25 20:00:00.0000, -3.346509359870534E+05, -2.032452860494631E+05, -1.524032560638007E+03,
2460151.354166667, A.D. 2023-Jul-25 20:30:00.0000, -3.336229567506000E+05, -2.047141965765787E+05, -1.681162736533181E+03,
2460151.375000000, A.D. 2023-Jul-25 21:00:00.0000, -3.325876649029850E+05, -2.061786178751916E+05, -1.838256056872342E+03,
2460151.395833333, A.D. 2023-Jul-25 21:30:00.0000, -3.315450766040429E+05, -2.076385145070589E+05, -1.995309043528978E+03,
2460151.416666667, A.D. 2023-Jul-25 22:00:00.0000, -3.304952081865755E+05, -2.090938510624026E+05, -2.152318213241728E+03,
2460151.437500000, A.D. 2023-Jul-25 22:30:00.0000, -3.294380761566994E+05, -2.105445921606265E+05, -2.309280077657022E+03,
2460151.458333333, A.D. 2023-Jul-25 23:00:00.0000, -3.283736971941918E+05, -2.119907024510381E+05, -2.466191143372576E+03,
2460151.479166667, A.D. 2023-Jul-25 23:30:00.0000, -3.273020881528359E+05, -2.134321466135767E+05, -2.623047911981135E+03,
2460151.500000000, A.D. 2023-Jul-26 00:00:00.0000, -3.262232660607647E+05, -2.148688893595471E+05, -2.779846880114856E+03,
2460151.520833333, A.D. 2023-Jul-26 00:30:00.0000, -3.251372481208041E+05, -2.163008954323599E+05, -2.936584539490068E+03,
2460151.541666667, A.D. 2023-Jul-26 01:00:00.0000, -3.240440517108151E+05, -2.177281296082770E+05, -3.093257376952723E+03,
2460151.562500000, A.D. 2023-Jul-26 01:30:00.0000, -3.229436943840334E+05, -2.191505566971636E+05, -3.249861874524271E+03,
2460151.583333333, A.D. 2023-Jul-26 02:00:00.0000, -3.218361938694098E+05, -2.205681415432463E+05, -3.406394509448102E+03,
2460151.604166667, A.D. 2023-Jul-26 02:30:00.0000, -3.207215680719475E+05, -2.219808490258770E+05, -3.562851754236457E+03,
2460151.625000000, A.D. 2023-Jul-26 03:00:00.0000, -3.195998350730393E+05, -2.233886440603029E+05, -3.719230076717897E+03,
2460151.645833333, A.D. 2023-Jul-26 03:30:00.0000, -3.184710131308020E+05, -2.247914915984433E+05, -3.875525940085412E+03,
2460151.666666667, A.D. 2023-Jul-26 04:00:00.0000, -3.173351206804100E+05, -2.261893566296718E+05, -4.031735802944910E+03,
2460151.687500000, A.D. 2023-Jul-26 04:30:00.0000, -3.161921763344283E+05, -2.275822041816051E+05, -4.187856119364500E+03,
2460151.708333333, A.D. 2023-Jul-26 05:00:00.0000, -3.150421988831414E+05, -2.289699993208984E+05, -4.343883338924104E+03,
2460151.729166667, A.D. 2023-Jul-26 05:30:00.0000, -3.138852072948830E+05, -2.303527071540463E+05, -4.499813906765645E+03,
2460151.750000000, A.D. 2023-Jul-26 06:00:00.0000, -3.127212207163621E+05, -2.317302928281911E+05, -4.655644263644048E+03,
2460151.770833333, A.D. 2023-Jul-26 06:30:00.0000, -3.115502584729881E+05, -2.331027215319363E+05, -4.811370845978643E+03,
2460151.791666667, A.D. 2023-Jul-26 07:00:00.0000, -3.103723400691939E+05, -2.344699584961675E+05, -4.966990085905025E+03,
2460151.812500000, A.D. 2023-Jul-26 07:30:00.0000, -3.091874851887568E+05, -2.358319689948793E+05, -5.122498411327804E+03,
2460151.833333333, A.D. 2023-Jul-26 08:00:00.0000, -3.079957136951170E+05, -2.371887183460089E+05, -5.277892245973722E+03,
2460151.854166667, A.D. 2023-Jul-26 08:30:00.0000, -3.067970456316948E+05, -2.385401719122755E+05, -5.433168009445420E+03,
2460151.875000000, A.D. 2023-Jul-26 09:00:00.0000, -3.055915012222053E+05, -2.398862951020275E+05, -5.588322117275908E+03,
2460151.895833333, A.D. 2023-Jul-26 09:30:00.0000, -3.043791008709696E+05, -2.412270533700952E+05, -5.743350980983480E+03,
2460151.916666667, A.D. 2023-Jul-26 10:00:00.0000, -3.031598651632256E+05, -2.425624122186503E+05, -5.898251008127350E+03,
2460151.937500000, A.D. 2023-Jul-26 10:30:00.0000, -3.019338148654349E+05, -2.438923371980726E+05, -6.053018602363998E+03,
2460151.958333333, A.D. 2023-Jul-26 11:00:00.0000, -3.007009709255876E+05, -2.452167939078227E+05, -6.207650163503858E+03,
2460151.979166667, A.D. 2023-Jul-26 11:30:00.0000, -2.994613544735049E+05, -2.465357479973216E+05, -6.362142087568995E+03,
2460152.000000000, A.D. 2023-Jul-26 12:00:00.0000, -2.982149868211382E+05, -2.478491651668374E+05, -6.516490766851086E+03,
2460152.020833333, A.D. 2023-Jul-26 12:30:00.0000, -2.969618894628663E+05, -2.491570111683779E+05, -6.670692589970364E+03,
2460152.041666667, A.D. 2023-Jul-26 13:00:00.0000, -2.957020840757888E+05, -2.504592518065909E+05, -6.824743941934954E+03,
2460152.062500000, A.D. 2023-Jul-26 13:30:00.0000, -2.944355925200176E+05, -2.517558529396708E+05, -6.978641204200874E+03,
